Object	Correct_Category	DS_MaxLikelihood_Category	MV_MaxLikelihood_Category	DS_MinCost_Category	MV_MinCost_Category	DS_Pr[0]	DS_Pr[1]	DS_Pr[2]	DS_Pr[3]	MV_Pr[0]	MV_Pr[1]	MV_Pr[2]	MV_Pr[3]	DataCost_Estm_DS_Exp	DataCost_Estm_MV_Exp	DataCost_Estm_DS_ML	DataCost_Estm_MV_ML	DataCost_Estm_DS_Min	DataCost_Estm_MV_Min	DataCost_Estm_NoVote_Exp	DataCost_Estm_NoVote_Min	DataCost_Eval_DS_ML	DataCost_Eval_MV_ML	DataCost_Eval_DS_Min	DataCost_Eval_MV_Min	DataCost_Eval_DS_Soft	DataCost_Eval_MV_Soft	DataQuality_Estm_DS_ML	DataQuality_Estm_MV_ML	DataQuality_Estm_DS_Exp	DataQuality_Estm_MV_Exp	DataQuality_Estm_DS_Min	DataQuality_Estm_MV_Min	DataQuality_Eval_DS_ML	DataQuality_Eval_MV_ML	DataQuality_Eval_DS_Min	DataQuality_Eval_MV_Min	DataQuality_Eval_DS_Soft	DataQuality_Eval_MV_Soft
29	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.4444	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
290	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.3333	0.4444	0.2222	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	10.13%
291	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
292	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.1111	0.3333	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
293	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.0000	0.4444	0.3333	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
294	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.2222	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
295	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.0000	0.2222	0.3333	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
296	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
297	0	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-1.61%	10.13%
298	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.2222	0.3333	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
299	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.4444	0.3333	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
3	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.1111	0.2222	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	40.09%
30	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8889	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-19.82%
300	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.0000	0.1111	0.3333	0.5556	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	40.09%
301	1	2	2	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.3333	0.0000	0.7499	0.6667	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	10.13%	0.00%	10.13%	-34.80%	100.00%	-34.80%	-34.80%	-2.06%	10.13%
302	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
303	0	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-4.84%
304	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.0000	0.3333	0.1111	0.5556	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	40.09%
305	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.6667	0.2222	0.0000	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	1.0000	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-34.80%
306	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.4444	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
307	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.3333	0.4444	0.0000	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	25.11%
308	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.2222	0.1111	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	40.09%
309	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.4444	0.3333	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.7778	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.62%	-4.84%
31	0	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.3333	0.4444	0.0000	0.2222	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	10.13%
310	2	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.3333	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
311	1	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
312	3	2	3	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
313	1	2	1	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.1111	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	10.13%
314	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.4444	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	10.13%
315	2	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.1111	0.2222	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
316	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.1111	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
317	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.3333	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	0.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	100.00%	100.00%	100.00%	0.00%	10.13%
318	0	2	1	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.1111	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	10.13%
319	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.1111	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
32	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.1111	0.2222	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7473	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
320	1	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.1111	0.2222	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.8889	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-19.82%
321	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.3333	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
322	3	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.2222	0.4444	0.3333	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
323	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.6667	0.0000	0.1111	0.2222	0.7499	0.4938	0.7418	0.3333	0.7418	0.3333	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.3333	0.00%	55.07%	-1.08%	33.43%	0.00%	55.07%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	55.07%
324	2	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.3333	0.4444	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
325	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.1111	0.1111	0.2222	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	40.09%
326	1	2	3	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
327	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.4444	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
328	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.1111	0.0000	0.3333	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.6667	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	10.13%
329	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.0000	0.3750	0.0000	0.6250	0.7499	0.4688	0.7418	0.3750	0.7418	0.3750	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.3750	0.00%	49.45%	-1.08%	36.81%	0.00%	49.45%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	49.45%
33	3	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.3333	0.0000	0.7499	0.6420	0.7419	0.5556	0.7419	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	1.0000	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-34.80%
330	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.5556	0.0000	0.2222	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
331	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.4444	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	100.00%	100.00%	100.00%	0.00%	25.11%
332	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.1111	0.2222	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	25.11%
333	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.4444	0.1111	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.6667	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	10.13%
334	0	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.1111	0.1111	0.4444	0.3333	0.7499	0.6667	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	0.8889	0.00%	25.11%	-1.08%	10.13%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-19.82%
335	2	2	2	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.3333	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	0.0000	0.0000	1.0000	0.7418	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
336	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.3333	0.3333	0.2222	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7472	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	-4.84%
337	1	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.5556	0.1111	0.2222	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7571	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-2.06%	40.09%
338	0	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.0000	0.0000	0.4444	0.5556	0.7499	0.4938	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7538	1.0000	0.00%	40.09%	-1.08%	33.43%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-1.61%	-34.80%
339	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.2222	0.2222	0.2222	0.7499	0.7407	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	0.15%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
34	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.2222	0.5556	0.2222	0.7499	0.5926	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	40.09%	-1.08%	20.12%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
340	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.1111	0.2222	0.1111	0.5556	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.4444	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	40.09%
341	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.3333	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.6667	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	10.13%
342	1	2	3	2	1	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.1111	0.3333	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	1.0000	1.0000	0.0000	0.7571	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	-34.80%	-34.80%	100.00%	-2.06%	10.13%
343	3	2	1	2	1	0.2462	0.2429	0.2582	0.2528	0.1111	0.4444	0.0000	0.4444	0.7499	0.5926	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	1.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	20.12%	0.00%	25.11%	-34.80%	-34.80%	-34.80%	-34.80%	-0.73%	25.11%
344	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.2222	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	25.11%
345	0	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.3333	0.2222	0.0000	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-1.61%	25.11%
346	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.3333	0.0000	0.4444	0.7499	0.6420	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	13.46%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.72%	25.11%
347	2	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.3333	0.5556	0.1111	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	0.0000	0.0000	0.0000	0.0000	0.7418	0.4444	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	100.00%	100.00%	100.00%	100.00%	0.00%	40.09%
348	1	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.5556	0.2222	0.1111	0.1111	0.7499	0.6173	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.7778	0.00%	40.09%	-1.08%	16.79%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	-4.84%
349	1	2	2	2	2	0.2462	0.2429	0.2582	0.2528	0.0000	0.3333	0.5556	0.1111	0.7499	0.5679	0.7418	0.4444	0.7418	0.4444	0.7499	0.7418	1.0000	1.0000	1.0000	1.0000	0.7571	0.6667	0.00%	40.09%	-1.08%	23.45%	0.00%	40.09%	-34.80%	-34.80%	-34.80%	-34.80%	-2.06%	10.13%
35	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.2222	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
350	3	2	3	2	3	0.2462	0.2429	0.2582	0.2528	0.2222	0.2222	0.1111	0.4444	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7472	0.5556	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	-34.80%	100.00%	-34.80%	100.00%	-0.73%	25.11%
351	0	2	1	2	0	0.2462	0.2429	0.2582	0.2528	0.3333	0.3333	0.2222	0.1111	0.7499	0.7160	0.7418	0.6667	0.7418	0.6667	0.7499	0.7418	1.0000	0.0000	1.0000	0.0000	0.7538	0.6667	0.00%	10.13%	-1.08%	3.48%	0.00%	10.13%	-34.80%	100.00%	-34.80%	100.00%	-1.62%	10.13%
352	2	2	0	2	0	0.2462	0.2429	0.2582	0.2528	0.4444	0.2222	0.2222	0.1111	0.7499	0.6914	0.7418	0.5556	0.7418	0.5556	0.7499	0.7418	0.0000	1.0000	0.0000	1.0000	0.7418	0.7778	0.00%	25.11%	-1.08%	6.80%	0.00%	25.11%	100.00%	-34.80%	100.00%	-34.80%	0.00%	-4.84%
